Year,Districts,Estimate; Total:,Estimate; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Hispanic or Latino: - Some other race alone,Estimate; Hispanic or Latino: - Two or more races:,Estimate; Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races"
2017,Congressional District 19,734202.0,463389.0,395018.0,43822.0,2933.0,10764.0,627.0,797.0,9428.0,156.0,9272.0,270813.0,217834.0,1878.0,2942.0,406.0,31.0,40313.0,7409.0,5016.0,2393.0
2017,Congressional District 20,806372.0,244151.0,168433.0,37724.0,1389.0,21315.0,1586.0,1437.0,12267.0,722.0,11545.0,562221.0,510272.0,3305.0,3524.0,1213.0,0.0,33394.0,10513.0,5143.0,5370.0
2017,Congressional District 21,809322.0,564182.0,490042.0,26978.0,648.0,28782.0,325.0,689.0,16718.0,872.0,15846.0,245140.0,202013.0,4405.0,3274.0,576.0,174.0,24811.0,9887.0,3858.0,6029.0
2017,Congressional District 22,897080.0,667887.0,360666.0,117031.0,1063.0,172231.0,0.0,1667.0,15229.0,1197.0,14032.0,229193.0,188755.0,1667.0,1027.0,385.0,0.0,28144.0,9215.0,4029.0,5186.0
2017,Congressional District 23,769276.0,228244.0,178482.0,25321.0,4412.0,9691.0,0.0,788.0,9550.0,932.0,8618.0,541032.0,452713.0,1549.0,1291.0,193.0,0.0,77006.0,8280.0,4904.0,3376.0
2017,Congressional District 24,800103.0,604152.0,364935.0,98498.0,3003.0,112828.0,2386.0,3284.0,19218.0,1364.0,17854.0,195951.0,147027.0,2563.0,2041.0,635.0,0.0,36829.0,6856.0,4017.0,2839.0
2017,Congressional District 25,789825.0,645345.0,541900.0,50388.0,2446.0,25466.0,2003.0,609.0,22533.0,685.0,21848.0,144480.0,116622.0,2933.0,2663.0,321.0,0.0,16920.0,5021.0,1953.0,3068.0
2017,Congressional District 26,879237.0,722446.0,559969.0,66969.0,2687.0,67566.0,769.0,1243.0,23243.0,792.0,22451.0,156791.0,122957.0,2415.0,631.0,817.0,201.0,22135.0,7635.0,5077.0,2558.0
2017,Congressional District 27,740277.0,347625.0,289007.0,37596.0,1630.0,11598.0,420.0,704.0,6670.0,258.0,6412.0,392652.0,346859.0,1397.0,1457.0,18.0,84.0,35955.0,6882.0,4105.0,2777.0
2017,Congressional District 28,753502.0,170809.0,118651.0,32492.0,734.0,11168.0,322.0,349.0,7093.0,481.0,6612.0,582693.0,538393.0,3111.0,944.0,220.0,0.0,32851.0,7174.0,3312.0,3862.0
2017,Congressional District 29,761833.0,171764.0,69072.0,86550.0,447.0,10580.0,68.0,1639.0,3408.0,100.0,3308.0,590069.0,527713.0,3826.0,2632.0,53.0,32.0,48258.0,7555.0,2965.0,4590.0
2017,Congressional District 30,774443.0,478541.0,115599.0,329092.0,1101.0,18851.0,292.0,2116.0,11490.0,668.0,10822.0,295902.0,249914.0,4501.0,231.0,559.0,0.0,35674.0,5023.0,2108.0,2915.0
2017,Congressional District 31,853799.0,642975.0,473662.0,92157.0,1947.0,43916.0,1801.0,1144.0,28348.0,868.0,27480.0,210824.0,165560.0,5726.0,1839.0,385.0,239.0,25644.0,11431.0,4604.0,6827.0
2017,Congressional District 32,763452.0,568829.0,370881.0,111873.0,1548.0,63383.0,208.0,3991.0,16945.0,405.0,16540.0,194623.0,149272.0,739.0,778.0,726.0,51.0,34866.0,8191.0,6445.0,1746.0
2017,Congressional District 33,753565.0,231389.0,96374.0,111819.0,1496.0,15495.0,181.0,306.0,5718.0,266.0,5452.0,522176.0,389494.0,2031.0,2005.0,116.0,304.0,122280.0,5946.0,4317.0,1629.0
2017,Congressional District 34,727595.0,108874.0,94495.0,7459.0,827.0,4434.0,0.0,228.0,1431.0,0.0,1431.0,618721.0,573306.0,789.0,1179.0,70.0,0.0,35599.0,7778.0,6227.0,1551.0
2017,Congressional District 35,830041.0,331443.0,217231.0,80545.0,629.0,15271.0,199.0,2487.0,15081.0,566.0,14515.0,498598.0,358658.0,5155.0,4607.0,357.0,595.0,115978.0,13248.0,5174.0,8074.0
2017,Congressional District 36,742474.0,558222.0,460933.0,68825.0,4859.0,14066.0,170.0,511.0,8858.0,696.0,8162.0,184252.0,156075.0,2332.0,434.0,105.0,178.0,22814.0,2314.0,844.0,1470.0
2017,Texas,28304596.0,17145845.0,11855092.0,3330204.0,71859.0,1344963.0,20459.0,51447.0,471821.0,21656.0,450165.0,11158751.0,9074048.0,93027.0,63239.0,15285.0,3446.0,1632447.0,277259.0,140641.0,136618.0
