Year,Districts,Estimate; Total:,Estimate; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Hispanic or Latino: - Some other race alone,Estimate; Hispanic or Latino: - Two or more races:,Estimate; Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races"
2012,Congressional District 19,707772.0,461261.0,397418.0,41819.0,2378.0,9140.0,718.0,708.0,9080.0,261.0,8819.0,246511.0,183285.0,1781.0,1214.0,131.0,201.0,47173.0,12726.0,5668.0,7058.0
2012,Congressional District 20,722751.0,217645.0,160451.0,29666.0,1607.0,18913.0,0.0,672.0,6336.0,707.0,5629.0,505106.0,389306.0,3943.0,3827.0,1251.0,1253.0,95684.0,9842.0,6627.0,3215.0
2012,Congressional District 21,733779.0,534414.0,471914.0,19853.0,1676.0,23702.0,1162.0,1006.0,15101.0,116.0,14985.0,199365.0,166599.0,1213.0,2731.0,607.0,101.0,20536.0,7578.0,3026.0,4552.0
2012,Congressional District 22,750796.0,560680.0,324580.0,91221.0,1275.0,126346.0,126.0,1371.0,15761.0,1141.0,14620.0,190116.0,149389.0,2026.0,641.0,868.0,0.0,29213.0,7979.0,4038.0,3941.0
2012,Congressional District 23,717598.0,222881.0,184744.0,20425.0,2135.0,6994.0,206.0,877.0,7500.0,271.0,7229.0,494717.0,418743.0,2203.0,3678.0,666.0,0.0,61578.0,7849.0,3445.0,4404.0
2012,Congressional District 24,732439.0,564695.0,380781.0,80652.0,2438.0,83848.0,1500.0,1421.0,14055.0,1477.0,12578.0,167744.0,119053.0,1487.0,1549.0,331.0,59.0,40574.0,4691.0,2139.0,2552.0
2012,Congressional District 25,730018.0,589466.0,495639.0,55704.0,1940.0,18284.0,2232.0,317.0,15350.0,286.0,15064.0,140552.0,114533.0,2953.0,1114.0,724.0,67.0,15428.0,5733.0,2232.0,3501.0
2012,Congressional District 26,750127.0,620124.0,505577.0,48012.0,1892.0,40090.0,356.0,2867.0,21330.0,851.0,20479.0,130003.0,103770.0,4000.0,1195.0,475.0,0.0,13364.0,7199.0,2708.0,4491.0
2012,Congressional District 27,709879.0,351594.0,295425.0,36482.0,1666.0,8148.0,627.0,516.0,8730.0,546.0,8184.0,358285.0,299933.0,4497.0,2286.0,544.0,0.0,43867.0,7158.0,3663.0,3495.0
2012,Congressional District 28,732432.0,175927.0,128577.0,31575.0,1437.0,6844.0,94.0,206.0,7194.0,919.0,6275.0,556505.0,502736.0,1807.0,989.0,277.0,241.0,43345.0,7110.0,5167.0,1943.0
2012,Congressional District 29,695573.0,165497.0,77975.0,68291.0,1124.0,11971.0,0.0,793.0,5343.0,1288.0,4055.0,530076.0,411352.0,4186.0,3168.0,0.0,111.0,105577.0,5682.0,3455.0,2227.0
2012,Congressional District 30,727909.0,464919.0,117533.0,324869.0,1039.0,12072.0,1059.0,727.0,7620.0,323.0,7297.0,262990.0,192197.0,3438.0,1453.0,251.0,319.0,60043.0,5289.0,2791.0,2498.0
2012,Congressional District 31,739975.0,567819.0,436006.0,78894.0,1791.0,30474.0,1256.0,770.0,18628.0,450.0,18178.0,172156.0,141535.0,4008.0,801.0,891.0,144.0,18739.0,6038.0,2255.0,3783.0
2012,Congressional District 32,733807.0,523816.0,364487.0,85684.0,1280.0,54097.0,161.0,1120.0,16987.0,1559.0,15428.0,209991.0,110021.0,3086.0,829.0,436.0,267.0,85375.0,9977.0,7188.0,2789.0
2012,Congressional District 33,703750.0,241280.0,118087.0,104351.0,1152.0,12910.0,0.0,430.0,4350.0,349.0,4001.0,462470.0,360416.0,1310.0,1514.0,516.0,0.0,91784.0,6930.0,4803.0,2127.0
2012,Congressional District 34,716416.0,118553.0,102805.0,9204.0,294.0,4589.0,29.0,182.0,1450.0,36.0,1414.0,597863.0,534877.0,2198.0,1109.0,0.0,0.0,55571.0,4108.0,2874.0,1234.0
2012,Congressional District 35,745662.0,280881.0,185711.0,68743.0,1089.0,12468.0,63.0,715.0,12092.0,165.0,11927.0,464781.0,349301.0,3376.0,4608.0,705.0,26.0,91062.0,15703.0,8571.0,7132.0
2012,Congressional District 36,714368.0,557069.0,453627.0,69124.0,2461.0,19482.0,1382.0,95.0,10898.0,820.0,10078.0,157299.0,119620.0,1283.0,1785.0,255.0,0.0,30757.0,3599.0,2490.0,1109.0
2012,Texas,26059203.0,16098293.0,11554528.0,3015396.0,61331.0,1037052.0,18488.0,31949.0,379549.0,19730.0,359819.0,9960910.0,7991642.0,84029.0,64710.0,14950.0,3450.0,1567255.0,234874.0,125155.0,109719.0
