Year,Districts,Estimate; Total:,Estimate; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Hispanic or Latino: - Some other race alone,Estimate; Hispanic or Latino: - Two or more races:,Estimate; Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races"
2016,Congressional District 20,791141.0,240176.0,167237.0,39353.0,980.0,23369.0,151.0,471.0,8615.0,336.0,8279.0,550965.0,486829.0,3463.0,3994.0,668.0,409.0,45820.0,9782.0,4065.0,5717.0
2016,Congressional District 21,804470.0,561259.0,485718.0,27423.0,1054.0,29340.0,89.0,1545.0,16090.0,515.0,15575.0,243211.0,208405.0,2583.0,3143.0,741.0,323.0,22204.0,5812.0,789.0,5023.0
2016,Congressional District 22,881407.0,659382.0,354270.0,116386.0,2409.0,167057.0,226.0,957.0,18077.0,2578.0,15499.0,222025.0,178158.0,1176.0,3257.0,867.0,75.0,34259.0,4233.0,1873.0,2360.0
2016,Congressional District 23,772944.0,244726.0,193264.0,27423.0,2967.0,12094.0,97.0,380.0,8501.0,441.0,8060.0,528218.0,427391.0,2369.0,7030.0,242.0,250.0,82527.0,8409.0,5128.0,3281.0
2016,Congressional District 24,790319.0,594115.0,367373.0,90505.0,2853.0,109773.0,767.0,1270.0,21574.0,1565.0,20009.0,196204.0,127672.0,2412.0,1746.0,430.0,0.0,55603.0,8341.0,4463.0,3878.0
2016,Congressional District 25,762897.0,614892.0,518636.0,52200.0,2183.0,19101.0,2552.0,191.0,20029.0,976.0,19053.0,148005.0,119070.0,5373.0,1959.0,654.0,355.0,12104.0,8490.0,2938.0,5552.0
2016,Congressional District 26,845376.0,689841.0,549230.0,58464.0,3795.0,49619.0,570.0,1790.0,26373.0,716.0,25657.0,155535.0,113154.0,2340.0,531.0,320.0,43.0,32859.0,6288.0,3958.0,2330.0
2016,Congressional District 27,736778.0,348585.0,288697.0,38967.0,1339.0,11750.0,381.0,477.0,6974.0,572.0,6402.0,388193.0,332621.0,1338.0,1055.0,136.0,164.0,45239.0,7640.0,4672.0,2968.0
2016,Congressional District 28,736150.0,157938.0,117882.0,26114.0,713.0,6194.0,210.0,913.0,5912.0,492.0,5420.0,578212.0,530036.0,3445.0,485.0,849.0,106.0,36210.0,7081.0,2080.0,5001.0
2016,Congressional District 29,765403.0,175390.0,74140.0,78926.0,1278.0,16989.0,0.0,522.0,3535.0,0.0,3535.0,590013.0,516679.0,2282.0,3177.0,319.0,0.0,60657.0,6899.0,3866.0,3033.0
2016,Congressional District 30,749289.0,464388.0,117711.0,322498.0,471.0,12148.0,61.0,2043.0,9456.0,315.0,9141.0,284901.0,247585.0,3900.0,741.0,250.0,49.0,25952.0,6424.0,2912.0,3512.0
2016,Congressional District 31,830908.0,632033.0,469584.0,87041.0,1792.0,42577.0,2360.0,1493.0,27186.0,754.0,26432.0,198875.0,157737.0,6381.0,1831.0,619.0,0.0,19202.0,13105.0,4065.0,9040.0
2016,Congressional District 32,753715.0,554262.0,364239.0,106859.0,1031.0,61869.0,253.0,2394.0,17617.0,723.0,16894.0,199453.0,154063.0,1590.0,480.0,1297.0,0.0,33929.0,8094.0,4044.0,4050.0
2016,Congressional District 33,764730.0,253106.0,108247.0,116887.0,938.0,18776.0,514.0,513.0,7231.0,268.0,6963.0,511624.0,402681.0,3330.0,648.0,692.0,88.0,93688.0,10497.0,6169.0,4328.0
2016,Congressional District 34,723156.0,116582.0,100151.0,8759.0,274.0,5838.0,122.0,154.0,1284.0,232.0,1052.0,606574.0,567724.0,801.0,899.0,585.0,35.0,31166.0,5364.0,4030.0,1334.0
2016,Congressional District 35,822601.0,319369.0,211235.0,80132.0,603.0,14809.0,122.0,1549.0,10919.0,653.0,10266.0,503232.0,388517.0,3567.0,3535.0,801.0,81.0,96930.0,9801.0,5340.0,4461.0
2016,Congressional District 36,732975.0,538366.0,442507.0,65134.0,2552.0,16538.0,0.0,830.0,10805.0,583.0,10222.0,194609.0,166201.0,2242.0,1789.0,486.0,269.0,20559.0,3063.0,1483.0,1580.0
2016,Texas,27862596.0,16979317.0,11843864.0,3270776.0,67038.0,1281698.0,20254.0,38404.0,457283.0,21710.0,435573.0,10883279.0,8858845.0,91507.0,68237.0,18602.0,4974.0,1583683.0,257431.0,122879.0,134552.0
