"CAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"County"
"GeoFips","GeoName","LineCode","Description","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"48421","Sherman, TX","1","Personal income (thousands of dollars)",120100,111877,105853,103998,103759,117802,99320,115178,109531,102690,140219,191579,191939,186723,192124,254764,169845,192468,152435
"48421","Sherman, TX","2","Population (persons) 1/",3181,3131,3164,3113,3045,2970,2946,2969,3035,3018,3025,3014,3037,3069,3064,3051,3056,3041,3079
"48421","Sherman, TX","3","Per capita personal income (dollars) 2/",37755,35732,33455,33408,34075,39664,33714,38794,36089,34026,46353,63563,63200,60842,62704,83502,55578,63291,49508
"48423","Smith, TX","1","Personal income (thousands of dollars)",4758770,5010901,5170720,5426079,5772073,6481476,7129823,7338602,8662181,8036546,8856467,10019529,10230451,10587970,11256916,10535956,10415020,11835720,12714831
"48423","Smith, TX","2","Population (persons) 1/",175658,177836,181107,184254,187300,191362,196124,199953,203263,207111,210408,212764,214836,216521,219605,222447,225344,227460,230221
"48423","Smith, TX","3","Per capita personal income (dollars) 2/",27091,28177,28551,29449,30817,33870,36354,36702,42616,38803,42092,47092,47620,48900,51260,47364,46218,52034,55229
"48425","Somervell, TX","1","Personal income (thousands of dollars)",171798,184513,193930,194562,198669,212328,232471,259223,287084,288116,306812,326450,337233,347079,360860,361065,371239,387205,412536
"48425","Somervell, TX","2","Population (persons) 1/",6940,7017,7229,7400,7502,7629,7853,7996,8233,8415,8501,8427,8556,8569,8562,8620,8672,8847,9016
"48425","Somervell, TX","3","Per capita personal income (dollars) 2/",24755,26295,26827,26292,26482,27832,29603,32419,34870,34238,36091,38739,39415,40504,42147,41887,42809,43767,45756
"48427","Starr, TX","1","Personal income (thousands of dollars)",550960,675612,733906,809784,837729,904813,988356,1059006,1171389,1218472,1328180,1389698,1424113,1465099,1530954,1567787,1573327,1635431,1698035
"48427","Starr, TX","2","Population (persons) 1/",53733,54294,55412,56704,57857,58284,59050,59529,59763,60384,61147,61670,62019,62459,63059,63595,64025,64267,64525
"48427","Starr, TX","3","Per capita personal income (dollars) 2/",10254,12444,13245,14281,14479,15524,16738,17790,19601,20179,21721,22534,22963,23457,24278,24653,24574,25447,26316
"48429","Stephens, TX","1","Personal income (thousands of dollars)",198438,269404,268832,269511,275267,338729,393561,360457,584292,409107,454344,527132,504403,522783,533637,405386,353341,335610,370612
"48429","Stephens, TX","2","Population (persons) 1/",9636,9455,9374,9407,9327,9409,9450,9513,9556,9675,9617,9531,9610,9368,9345,9390,9385,9307,9433
"48429","Stephens, TX","3","Per capita personal income (dollars) 2/",20593,28493,28678,28650,29513,36001,41647,37891,61144,42285,47244,55307,52487,55805,57104,43172,37650,36060,39289
"48431","Sterling, TX","1","Personal income (thousands of dollars)",26276,35198,33295,35706,34183,34946,37583,41273,45473,42400,41214,54767,66604,77365,88148,71486,68031,70143,76266
"48431","Sterling, TX","2","Population (persons) 1/",1358,1341,1326,1285,1261,1198,1124,1152,1169,1160,1137,1170,1191,1230,1341,1336,1344,1301,1311
"48431","Sterling, TX","3","Per capita personal income (dollars) 2/",19349,26248,25109,27787,27108,29170,33437,35827,38899,36552,36248,46809,55923,62898,65733,53507,50618,53915,58174
"48433","Stonewall, TX","1","Personal income (thousands of dollars)",37677,45732,41978,43231,43159,45241,44721,45714,44853,46284,51714,67422,60124,64673,71618,74358,64244,69198,72753
"48433","Stonewall, TX","2","Population (persons) 1/",1664,1568,1487,1452,1427,1393,1425,1439,1443,1433,1496,1463,1452,1418,1388,1399,1404,1387,1362
"48433","Stonewall, TX","3","Per capita personal income (dollars) 2/",22642,29166,28230,29773,30245,32477,31383,31768,31083,32299,34568,46085,41408,45609,51598,53151,45758,49890,53416
"48435","Sutton, TX","1","Personal income (thousands of dollars)",87558,116300,121230,127850,134993,146066,173318,173722,207962,181223,193061,290742,240070,269707,312868,252343,209605,220223,231034
"48435","Sutton, TX","2","Population (persons) 1/",4024,4032,4072,4029,4124,4203,4299,4314,4321,4272,4062,3988,3917,3983,3970,3916,3885,3798,3758
"48435","Sutton, TX","3","Per capita personal income (dollars) 2/",21759,28844,29772,31732,32734,34753,40316,40269,48128,42421,47529,72904,61289,67715,78808,64439,53952,57984,61478
"48437","Swisher, TX","1","Personal income (thousands of dollars)",196668,207604,206377,220748,225333,260915,217764,229115,232758,238482,280637,311530,268334,272983,303520,352430,290227,326806,313232
"48437","Swisher, TX","2","Population (persons) 1/",8341,8248,8071,8062,8004,7910,7901,7855,7802,7680,7918,7803,7848,7723,7555,7484,7438,7481,7462
"48437","Swisher, TX","3","Per capita personal income (dollars) 2/",23578,25170,25570,27381,28153,32985,27562,29168,29833,31052,35443,39924,34191,35347,40175,47091,39019,43685,41977
"48439","Tarrant, TX","1","Personal income (thousands of dollars)",44384656,47257826,48053833,49286538,52333441,57859256,64141742,67341423,74186642,69583016,72760671,76483011,82577967,84379832,92737513,94375787,94079493,100593480,106829236
"48439","Tarrant, TX","2","Population (persons) 1/",1456919,1490204,1524249,1553086,1580595,1612048,1662005,1707157,1745602,1784078,1817507,1847736,1882350,1913161,1946639,1985924,2024925,2057468,2084931
"48439","Tarrant, TX","3","Per capita personal income (dollars) 2/",30465,31712,31526,31735,33110,35892,38593,39447,42499,39002,40033,41393,43870,44105,47640,47522,46461,48892,51239
"48441","Taylor, TX","1","Personal income (thousands of dollars)",3069302,3092891,3234470,3433552,3602952,3793273,4080355,4274276,4778508,4557681,4786166,5086007,5357805,5505638,5966849,5819825,5734731,5860699,6239643
"48441","Taylor, TX","2","Population (persons) 1/",126649,125920,125920,125542,126702,127248,127838,128503,128903,130247,131833,132839,134089,133937,135003,136141,136260,136696,137640
"48441","Taylor, TX","3","Per capita personal income (dollars) 2/",24235,24562,25687,27350,28436,29810,31918,33262,37071,34993,36305,38287,39957,41106,44198,42749,42087,42874,45333
"48443","Terrell, TX","1","Personal income (thousands of dollars)",29948,29151,25877,28990,28421,29071,30441,32962,35667,36714,34793,40814,36671,47084,44346,42824,40362,36423,39524
"48443","Terrell, TX","2","Population (persons) 1/",1059,1017,1009,995,939,942,921,886,884,930,1011,950,921,891,910,870,824,820,823
"48443","Terrell, TX","3","Per capita personal income (dollars) 2/",28280,28664,25646,29136,30267,30861,33052,37203,40347,39477,34414,42962,39817,52844,48732,49223,48983,44418,48024
"48445","Terry, TX","1","Personal income (thousands of dollars)",266378,273981,278730,316994,332007,354089,327731,358299,340722,353187,411049,371021,385399,432297,388467,394956,363045,395668,393943
"48445","Terry, TX","2","Population (persons) 1/",12705,12473,12559,12534,12532,12417,12448,12424,12394,12550,12682,12660,12632,12714,12795,12757,12779,12458,12287
"48445","Terry, TX","3","Per capita personal income (dollars) 2/",20966,21966,22194,25291,26493,28516,26328,28839,27491,28142,32412,29307,30510,34002,30361,30960,28409,31760,32062
"48447","Throckmorton, TX","1","Personal income (thousands of dollars)",43901,54215,52062,60412,64814,64011,64272,62735,72332,62235,68889,76589,80164,78529,78750,66964,53421,50478,54450
"48447","Throckmorton, TX","2","Population (persons) 1/",1831,1791,1739,1702,1652,1695,1710,1653,1635,1654,1639,1637,1610,1606,1613,1559,1537,1519,1515
"48447","Throckmorton, TX","3","Per capita personal income (dollars) 2/",23977,30271,29938,35495,39234,37765,37586,37952,44240,37627,42031,46786,49791,48897,48822,42953,34757,33231,35941
"48449","Titus, TX","1","Personal income (thousands of dollars)",608615,646365,677747,697577,718579,716557,765510,787082,820144,825750,900925,927286,953485,960286,1029926,1084107,1056232,1089645,1146830
"48449","Titus, TX","2","Population (persons) 1/",28138,28100,28387,28947,29461,28803,29541,30231,30963,31749,32421,32454,32627,32607,32530,32697,32583,32806,33033
"48449","Titus, TX","3","Per capita personal income (dollars) 2/",21630,23002,23875,24098,24391,24878,25913,26036,26488,26009,27788,28572,29224,29450,31661,33156,32417,33215,34718
"48451","Tom Green, TX","1","Personal income (thousands of dollars)",2514935,2758551,2805090,2925902,2971199,3183380,3365819,3541487,4050424,3829885,4061803,4291863,4558792,4670723,5133434,5025139,4904523,5123767,5435909
"48451","Tom Green, TX","2","Population (persons) 1/",104083,103923,104035,104330,104744,104974,106125,106680,107639,108879,110678,111740,113300,114676,116327,117501,117625,117689,118189
"48451","Tom Green, TX","3","Per capita personal income (dollars) 2/",24163,26544,26963,28045,28366,30325,31716,33197,37630,35176,36699,38409,40236,40730,44129,42767,41696,43536,45993
"48453","Travis, TX","1","Personal income (thousands of dollars)",29552322,33055168,32658984,32829871,32639542,35442423,39673991,41529203,44878871,42933765,45991232,51628347,58440548,60520308,65876861,68732403,70898828,77863304,84294574
"48453","Travis, TX","2","Population (persons) 1/",819692,844877,848090,856315,870809,891266,925151,955399,980699,1006503,1030539,1061719,1097072,1122585,1152758,1180173,1206383,1227771,1248743
"48453","Travis, TX","3","Per capita personal income (dollars) 2/",36053,39124,38509,38339,37482,39766,42884,43468,45762,42656,44628,48627,53270,53912,57147,58239,58770,63418,67504
"48455","Trinity, TX","1","Personal income (thousands of dollars)",255571,270808,283696,296547,302838,312439,337921,366062,387805,392802,405618,422328,429093,453132,464627,474995,484003,486887,508734
"48455","Trinity, TX","2","Population (persons) 1/",13793,13852,14033,14156,14246,14395,14376,14425,14380,14472,14729,14684,14372,14446,14300,14544,14552,14710,14740
"48455","Trinity, TX","3","Per capita personal income (dollars) 2/",18529,19550,20216,20949,21258,21705,23506,25377,26968,27142,27539,28761,29856,31367,32491,32659,33260,33099,34514
"48457","Tyler, TX","1","Personal income (thousands of dollars)",381787,392993,404122,421723,428509,455055,484301,510127,551291,550807,567045,589886,600610,612460,643280,663626,669463,668741,696027
"48457","Tyler, TX","2","Population (persons) 1/",20854,20657,20825,20823,21038,20935,21034,21279,21570,21737,21760,21666,21494,21500,21457,21372,21432,21523,21696
"48457","Tyler, TX","3","Per capita personal income (dollars) 2/",18308,19025,19406,20253,20368,21737,23025,23973,25558,25340,26059,27226,27943,28487,29980,31051,31237,31071,32081
"48459","Upshur, TX","1","Personal income (thousands of dollars)",751653,794227,796845,815792,831280,899996,951455,1026550,1124528,1125922,1204928,1262329,1330634,1354947,1419752,1436044,1385355,1433369,1511967
"48459","Upshur, TX","2","Population (persons) 1/",35402,35746,36739,37232,37530,37957,38004,38275,38706,39084,39379,39730,39919,39762,40286,40339,40809,41151,41260
"48459","Upshur, TX","3","Per capita personal income (dollars) 2/",21232,22219,21689,21911,22150,23711,25036,26820,29053,28808,30598,31773,33333,34076,35242,35599,33947,34832,36645
"48461","Upton, TX","1","Personal income (thousands of dollars)",70330,78127,75282,80658,84335,92458,97631,112325,130639,116526,125814,132325,140421,167173,175572,167147,140255,149696,163525
"48461","Upton, TX","2","Population (persons) 1/",3376,3231,3273,3202,3168,3117,3174,3123,3231,3327,3338,3285,3263,3387,3483,3656,3699,3661,3671
"48461","Upton, TX","3","Per capita personal income (dollars) 2/",20832,24180,23001,25190,26621,29662,30760,35967,40433,35024,37691,40282,43034,49357,50408,45719,37917,40889,44545
"48463","Uvalde, TX","1","Personal income (thousands of dollars)",501380,523310,545830,578888,600396,615731,639215,666122,707535,718359,793535,889592,989154,985643,1045638,1029712,988207,1023989,1059298
"48463","Uvalde, TX","2","Population (persons) 1/",25900,25939,26309,26258,26205,26368,26301,26217,26206,26223,26443,26589,26752,26920,27046,26968,27088,27098,26846
"48463","Uvalde, TX","3","Per capita personal income (dollars) 2/",19358,20175,20747,22046,22912,23351,24304,25408,26999,27394,30009,33457,36975,36614,38661,38183,36481,37788,39458
"48465","Val Verde, TX","1","Personal income (thousands of dollars)",798015,852637,911433,1024075,1031912,1102235,1177325,1250405,1328234,1365103,1456954,1516240,1569715,1552565,1619405,1670974,1675360,1701430,1798748
"48465","Val Verde, TX","2","Population (persons) 1/",45020,45144,45495,46184,46941,47108,47401,47676,47882,48463,48980,48980,48991,49069,48877,48951,49003,49096,49208
"48465","Val Verde, TX","3","Per capita personal income (dollars) 2/",17726,18887,20034,22174,21983,23398,24838,26227,27740,28168,29746,30956,32041,31640,33132,34136,34189,34655,36554
"48467","Van Zandt, TX","1","Personal income (thousands of dollars)",1055823,1136556,1165409,1193300,1236073,1292599,1365411,1446571,1513295,1536321,1557840,1620051,1694128,1735304,1797621,1868980,1932051,2028981,2139922
"48467","Van Zandt, TX","2","Population (persons) 1/",48324,48932,49953,50293,51366,51579,52194,52151,52470,52359,52589,52495,52217,52341,52799,53444,54378,55202,56019
"48467","Van Zandt, TX","3","Per capita personal income (dollars) 2/",21849,23227,23330,23727,24064,25061,26160,27738,28841,29342,29623,30861,32444,33154,34046,34971,35530,36756,38200
"48469","Victoria, TX","1","Personal income (thousands of dollars)",2246410,2388007,2398756,2416648,2504033,2697873,2938482,3037214,3298513,3001357,3201360,3433469,3757103,3909060,4174790,4138793,3846400,4018893,4246686
"48469","Victoria, TX","2","Population (persons) 1/",83937,84491,84573,84674,84718,84453,84528,85261,85762,86635,86876,87550,89115,90076,91059,92178,92475,92103,92035
"48469","Victoria, TX","3","Per capita personal income (dollars) 2/",26763,28263,28363,28541,29557,31945,34763,35623,38461,34644,36850,39217,42160,43397,45847,44900,41594,43635,46142
"48471","Walker, TX","1","Personal income (thousands of dollars)",1072475,1084729,1123430,1153257,1141333,1193661,1247404,1318405,1435943,1446927,1510076,1576387,1627791,1710573,1822821,1869234,1921249,1945677,2030607
"48471","Walker, TX","2","Population (persons) 1/",61768,62444,62216,63609,64551,65676,65591,65517,65726,66748,68243,68407,68605,69414,70086,70861,71887,72383,72480
"48471","Walker, TX","3","Per capita personal income (dollars) 2/",17363,17371,18057,18130,17681,18175,19018,20123,21847,21677,22128,23044,23727,24643,26008,26379,26726,26880,28016
"48473","Waller, TX","1","Personal income (thousands of dollars)",657755,754422,794794,823695,892116,989772,1118343,1190504,1325543,1316687,1376130,1450607,1526907,1622904,1763583,1780177,1862620,1982826,2124793
"48473","Waller, TX","2","Population (persons) 1/",32843,33747,35060,36333,36850,37242,38260,39809,40578,42087,43524,44109,44353,45431,46794,48663,50069,51285,53126
"48473","Waller, TX","3","Per capita personal income (dollars) 2/",20027,22355,22670,22671,24209,26577,29230,29905,32667,31285,31618,32887,34426,35722,37688,36582,37201,38663,39995
"48475","Ward, TX","1","Personal income (thousands of dollars)",200945,222625,222393,227687,229842,244449,282476,317236,377700,337500,346257,402345,460003,481540,514262,480518,433512,487805,585012
"48475","Ward, TX","2","Population (persons) 1/",10808,10459,10337,10237,10189,10232,10301,10275,10588,10734,10593,10671,10823,11208,11574,11633,11580,11423,11720
"48475","Ward, TX","3","Per capita personal income (dollars) 2/",18592,21285,21514,22242,22558,23891,27422,30875,35672,31442,32687,37705,42502,42964,44433,41306,37436,42704,49916
"48477","Washington, TX","1","Personal income (thousands of dollars)",831409,1151152,1196397,1194060,1144867,1155912,1190704,1252780,1360951,1363951,1433802,1542640,1573192,1655818,1731600,1712110,1660053,1735679,1834903
"48477","Washington, TX","2","Population (persons) 1/",30423,30433,30741,30995,31330,31710,32199,32434,32869,33459,33703,33955,33928,34201,34404,34833,34736,34897,35108
"48477","Washington, TX","3","Per capita personal income (dollars) 2/",27328,37826,38919,38524,36542,36453,36980,38626,41405,40765,42542,45432,46369,48414,50331,49152,47791,49737,52265
"48479","Webb, TX","1","Personal income (thousands of dollars)",3067955,3747953,3984604,4187698,4296114,4779920,5194440,5438543,6208188,6025534,6514045,7109093,7407303,7537401,7812693,7967438,8025162,8261470,8728522
"48479","Webb, TX","2","Population (persons) 1/",194576,200347,206001,211786,217858,223703,229307,234594,240287,245908,251391,255981,260722,264632,267732,270120,272520,273982,275910
"48479","Webb, TX","3","Per capita personal income (dollars) 2/",15767,18707,19343,19773,19720,21367,22653,23183,25837,24503,25912,27772,28411,28483,29181,29496,29448,30153,31635
"48481","Wharton, TX","1","Personal income (thousands of dollars)",933569,1022866,1035896,1073513,1085963,1131925,1213920,1265241,1422605,1350522,1401555,1457310,1555503,1662323,1678979,1703314,1633133,1680237,1726056
"48481","Wharton, TX","2","Population (persons) 1/",41220,40991,40915,41026,40992,40987,41073,40845,40893,40998,41281,41289,41149,41142,41124,41426,41668,41916,41619
"48481","Wharton, TX","3","Per capita personal income (dollars) 2/",22648,24953,25318,26167,26492,27617,29555,30977,34788,32941,33952,35295,37802,40405,40827,41117,39194,40086,41473
"48483","Wheeler, TX","1","Personal income (thousands of dollars)",148120,154962,139964,157218,151363,170262,169681,185009,215543,182351,209859,247501,263358,271374,273187,238236,202218,212080,216990
"48483","Wheeler, TX","2","Population (persons) 1/",5253,5170,5094,4926,4934,4945,5055,5138,5199,5375,5387,5447,5592,5719,5699,5664,5529,5326,5191
"48483","Wheeler, TX","3","Per capita personal income (dollars) 2/",28197,29973,27476,31916,30678,34431,33567,36008,41459,33926,38957,45438,47095,47451,47936,42061,36574,39820,41801
"48485","Wichita, TX","1","Personal income (thousands of dollars)",3264355,3472353,3628960,3772904,3795672,4004751,4494498,4559742,5267168,4776809,4962274,5559050,5568287,5621117,5573198,5308990,5221296,5414310,5701223
"48485","Wichita, TX","2","Population (persons) 1/",131817,130790,130761,130411,131677,130767,131376,130564,130340,130913,131800,130785,131691,132198,132649,131034,131443,131899,132064
"48485","Wichita, TX","3","Per capita personal income (dollars) 2/",24764,26549,27753,28931,28826,30625,34211,34923,40411,36488,37650,42505,42283,42520,42015,40516,39723,41049,43170
"48487","Wilbarger, TX","1","Personal income (thousands of dollars)",327839,354199,362514,387999,373384,391607,401998,413365,428763,440344,444582,456018,478217,475260,482443,492148,498819,511676,538962
"48487","Wilbarger, TX","2","Population (persons) 1/",14613,14299,14248,14023,13879,13830,13835,13746,13506,13575,13511,13454,13293,13207,12991,13067,12904,12747,12820
"48487","Wilbarger, TX","3","Per capita personal income (dollars) 2/",22435,24771,25443,27669,26903,28316,29057,30072,31746,32438,32905,33895,35975,35985,37137,37663,38656,40141,42041
"48489","Willacy, TX","1","Personal income (thousands of dollars)",306156,293546,306437,372178,381396,372054,370090,413007,421306,422050,508966,534357,475390,495499,562831,567964,581843,636614,615184
"48489","Willacy, TX","2","Population (persons) 1/",20076,20016,20198,20418,20767,21229,21463,21576,21763,21862,22227,22171,22219,22043,21966,21902,21813,21574,21515
"48489","Willacy, TX","3","Per capita personal income (dollars) 2/",15250,14666,15172,18228,18365,17526,17243,19142,19359,19305,22899,24102,21396,22479,25623,25932,26674,29508,28593
"48491","Williamson, TX","1","Personal income (thousands of dollars)",7942872,8485217,8399369,8669455,9600557,10864928,12286425,13743189,14965347,14982402,15981036,17220902,17957456,18785610,20703348,22859651,24421912,26373454,28775524
"48491","Williamson, TX","2","Population (persons) 1/",255379,276940,290112,302895,316532,332169,351970,373723,395437,410800,426284,442014,455788,470104,488041,507104,527474,545948,566719
"48491","Williamson, TX","3","Per capita personal income (dollars) 2/",31102,30639,28952,28622,30330,32709,34908,36774,37845,36471,37489,38960,39399,39961,42421,45079,46300,48308,50776
"48493","Wilson, TX","1","Personal income (thousands of dollars)",724505,804249,860608,898850,944131,1010361,1102491,1221465,1309474,1368200,1454863,1572317,1694391,1788173,1927243,1950704,1980138,2098683,2222659
"48493","Wilson, TX","2","Population (persons) 1/",32721,33408,34254,35458,36721,37706,39007,40354,41657,42181,43057,43670,44361,45230,46161,47185,48205,49215,50224
"48493","Wilson, TX","3","Per capita personal income (dollars) 2/",22142,24074,25124,25350,25711,26796,28264,30269,31435,32436,33789,36005,38196,39535,41750,41342,41077,42643,44255
"48495","Winkler, TX","1","Personal income (thousands of dollars)",133597,147649,143549,149825,154324,161106,183761,194596,226853,206045,219731,254795,277793,296741,330411,321714,300247,361422,444545
"48495","Winkler, TX","2","Population (persons) 1/",7083,7056,6960,6738,6735,6578,6642,6775,7024,7128,7087,7166,7373,7638,7826,8013,7876,7574,7720
"48495","Winkler, TX","3","Per capita personal income (dollars) 2/",18862,20925,20625,22236,22914,24492,27667,28723,32297,28906,31005,35556,37677,38851,42220,40149,38122,47719,57584
"48497","Wise, TX","1","Personal income (thousands of dollars)",1176101,1305007,1354621,1418122,1450858,1588294,1758823,1886405,2124357,1931702,2053806,2222009,2341061,2391334,2609166,2568921,2602272,2779966,2988466
"48497","Wise, TX","2","Population (persons) 1/",49373,50927,52381,53691,54497,55613,56569,57247,58181,59134,59101,59949,60414,61012,61705,62857,64466,65863,68305
"48497","Wise, TX","3","Per capita personal income (dollars) 2/",23821,25625,25861,26413,26623,28560,31092,32952,36513,32667,34751,37065,38750,39194,42285,40869,40367,42208,43752
"48499","Wood, TX","1","Personal income (thousands of dollars)",709376,795545,820665,845049,896785,961787,1027315,1104604,1170825,1186939,1262308,1346369,1395974,1432613,1533258,1577544,1582380,1638581,1721753
"48499","Wood, TX","2","Population (persons) 1/",36811,37288,37633,38915,39600,39917,41099,41414,41722,41870,41981,42093,42387,42351,42774,43119,43760,44291,45129
"48499","Wood, TX","3","Per capita personal income (dollars) 2/",19271,21335,21807,21715,22646,24095,24996,26672,28063,28348,30069,31986,32934,33827,35846,36586,36160,36996,38152
"48501","Yoakum, TX","1","Personal income (thousands of dollars)",153683,175184,190512,210631,222100,232650,242933,261412,267649,269316,313631,299122,379346,410020,385856,341695,287908,334495,353197
"48501","Yoakum, TX","2","Population (persons) 1/",7274,7299,7212,7235,7362,7404,7404,7588,7765,7908,7851,7972,8058,8226,8404,8648,8651,8562,8591
"48501","Yoakum, TX","3","Per capita personal income (dollars) 2/",21128,24001,26416,29113,30168,31422,32811,34451,34469,34056,39948,37522,47077,49844,45913,39511,33280,39067,41112
"48503","Young, TX","1","Personal income (thousands of dollars)",435238,494270,496846,510681,527910,598944,655192,644807,863262,719243,794743,881193,877072,942753,975201,888743,820109,856359,906413
"48503","Young, TX","2","Population (persons) 1/",17846,17659,17665,17892,17921,17801,18227,18135,18104,18466,18522,18353,18278,18358,18278,18165,18105,17978,18045
"48503","Young, TX","3","Per capita personal income (dollars) 2/",24389,27990,28126,28542,29458,33647,35946,35556,47683,38950,42908,48014,47985,51354,53354,48926,45297,47634,50231
"48505","Zapata, TX","1","Personal income (thousands of dollars)",156138,179228,186258,210557,224241,247646,274431,287316,321447,312054,334920,387003,443288,468665,487640,423915,364257,381685,401494
"48505","Zapata, TX","2","Population (persons) 1/",12088,12266,12514,12584,12727,13043,13069,13388,13640,13876,14087,14229,14285,14403,14404,14511,14456,14283,14190
"48505","Zapata, TX","3","Per capita personal income (dollars) 2/",12917,14612,14884,16732,17619,18987,20999,21461,23566,22489,23775,27198,31032,32539,33854,29213,25198,26723,28294
"48507","Zavala, TX","1","Personal income (thousands of dollars)",130865,145269,154568,173204,176131,182342,190014,201680,213650,223969,252505,271011,281597,297672,323586,330407,318246,324783,349931
"48507","Zavala, TX","2","Population (persons) 1/",11636,11596,11616,11513,11512,11565,11642,11657,11725,11544,11728,11878,12022,12207,12259,12322,12127,11965,11983
"48507","Zavala, TX","3","Per capita personal income (dollars) 2/",11247,12528,13306,15044,15300,15767,16321,17301,18222,19401,21530,22816,23423,24385,26396,26814,26243,27144,29202
"Legend / Footnotes:"
"1/ Census Bureau midyear population estimates. Estimates for 2010-2018 reflect county population estimates available as of March 2019."
"2/ Per capita personal income was computed using Census Bureau midyear population estimates. Estimates for 2010-2018 reflect county population estimates available as of March 2019."
"Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget bulletin no. 18-04 issued September 14, 2018."
"Note-- All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data."
"Last updated: November 14, 2019-- new statistics for 2018; revised statistics for 1969-2017."
