GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
5001100US4810,4810,"Congressional District 10 (111th Congress), Texas",943301,21377,677002,21086,103578,8899,3099,1168,61065,6205,182,293,78003,10369,20372,3199,6116,1766,14256,2677
5001100US4811,4811,"Congressional District 11 (111th Congress), Texas",693432,5060,601343,6647,28982,2097,5451,1794,6414,1262,130,168,35821,4543,15291,2924,5364,1406,9927,2379
5001100US4812,4812,"Congressional District 12 (111th Congress), Texas",820289,11596,633001,12660,59555,6293,4270,1236,19896,4072,979,956,87873,9879,14715,2767,5042,2275,9673,1832
5001100US4813,4813,"Congressional District 13 (111th Congress), Texas",657065,4385,551312,5980,38613,2740,5376,1065,10264,969,271,300,34173,4061,17056,2719,4508,1742,12548,2248
5001100US4814,4814,"Congressional District 14 (111th Congress), Texas",760299,8761,615992,9357,68673,5677,3825,1041,24362,2894,338,294,31377,5390,15732,3141,4164,1461,11568,2692
5001100US4815,4815,"Congressional District 15 (111th Congress), Texas",768767,13743,620543,16508,12538,1596,2100,842,6601,1021,0,291,115714,12787,11271,2329,6202,1548,5069,1681
5001100US4816,4816,"Congressional District 16 (111th Congress), Texas",713169,5319,563711,9897,21596,1958,5580,1426,8755,608,419,176,96698,9394,16410,3219,10486,2649,5924,1762
5001100US4817,4817,"Congressional District 17 (111th Congress), Texas",749966,4861,613027,7570,73985,2694,3355,1087,13934,1098,696,838,31104,4915,13865,2416,3428,1177,10437,2209
5001100US4818,4818,"Congressional District 18 (111th Congress), Texas",740571,20899,366415,18385,265110,12601,3826,1760,26910,5093,484,594,66060,8353,11766,3225,3332,1180,8434,2745
5001100US4819,4819,"Congressional District 19 (111th Congress), Texas",679701,5012,551809,8055,35951,2611,3940,1012,7400,1096,461,437,62480,7284,17660,3234,7790,2467,9870,1663
5001100US4820,4820,"Congressional District 20 (111th Congress), Texas",700692,19252,510112,17667,52630,5607,3942,1981,10017,1986,1219,787,107067,12631,15705,2423,7521,1683,8184,2030
5001100US4821,4821,"Congressional District 21 (111th Congress), Texas",837900,18272,677419,16950,52302,4732,7912,3071,26766,3951,1040,843,49473,7124,22988,4082,5262,1719,17726,3524
5001100US4822,4822,"Congressional District 22 (111th Congress), Texas",895488,15747,597771,15135,123056,8515,3814,1759,99595,6560,221,275,50581,7447,20450,4117,5811,1984,14639,3455
5001100US4823,4823,"Congressional District 23 (111th Congress), Texas",804574,19585,651545,17815,27398,4137,8958,4283,14804,2812,586,639,82297,9644,18986,3845,5898,1866,13088,3432
5001100US4824,4824,"Congressional District 24 (111th Congress), Texas",791663,10346,534829,12842,101682,8981,3772,1811,69029,5706,2573,884,59825,7824,19953,3215,5069,1798,14884,2499
5001100US4825,4825,"Congressional District 25 (111th Congress), Texas",810390,12436,594422,12541,63489,4791,6344,2361,13835,2181,104,123,112398,9537,19798,3358,6262,2133,13536,2450
5001100US4826,4826,"Congressional District 26 (111th Congress), Texas",907036,12750,679733,11790,113643,7853,3656,1417,26287,3599,319,326,48763,7445,34635,5347,4932,1804,29703,5771
5001100US4827,4827,"Congressional District 27 (111th Congress), Texas",714243,5896,633642,9651,17218,1471,2615,1047,7716,1237,0,291,43615,7633,9437,1927,4200,1359,5237,1287
5001100US4828,4828,"Congressional District 28 (111th Congress), Texas",817105,13398,698592,14052,10882,2044,2974,1952,4619,970,362,523,88904,8527,10772,2597,5561,1815,5211,1729
5001100US4829,4829,"Congressional District 29 (111th Congress), Texas",675095,26137,482791,24074,63297,8513,5734,2757,10193,3782,0,291,104946,12713,8134,2217,5275,1611,2859,1407
5001100US4830,4830,"Congressional District 30 (111th Congress), Texas",752686,18921,311006,14664,281035,9752,2709,1184,11379,3012,217,354,127079,11383,19261,4670,7678,2565,11583,3136
5001100US4831,4831,"Congressional District 31 (111th Congress), Texas",857673,2918,648250,7597,105006,3078,4378,1230,28744,1940,1797,495,42595,6301,26903,4100,4775,2008,22128,3533
5001100US4832,4832,"Congressional District 32 (111th Congress), Texas",677328,15861,457234,15842,49729,6304,4532,1937,32584,4448,549,509,122197,13112,10503,2141,3218,1129,7285,1876
