GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; White alone,Margin of Error; White alone,Estimate; Black or African American alone,Margin of Error; Black or African American alone,Estimate; American Indian and Alaska Native alone,Margin of Error; American Indian and Alaska Native alone,Estimate; Asian alone,Margin of Error; Asian alone,Estimate; Native Hawaiian and Other Pacific Islander alone,Margin of Error; Native Hawaiian and Other Pacific Islander alone,Estimate; Some other race alone,Margin of Error; Some other race alone,Estimate; Two or more races:,Margin of Error; Two or more races:,Estimate; Two or more races: - Two races including Some other race,Margin of Error; Two or more races: - Two races including Some other race,"Estimate; Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Two or more races: - Two races excluding Some other race, and three or more races"
0400000US48,48,Texas,24326974,*****,17971317,41576,2780252,16213,121351,7136,841339,7407,18344,2519,2119034,38523,475337,16948,137665,7675,337672,13637
5001000US4801,4801,"Congressional District 1 (110th Congress), Texas",696248,4721,529798,6408,125170,2951,1882,707,6314,1712,255,313,23860,4754,8969,1650,2121,995,6848,1284
5001000US4802,4802,"Congressional District 2 (110th Congress), Texas",773072,17909,532885,15806,149051,7185,2453,861,22627,3830,252,262,51612,6500,14192,2501,4412,1502,9780,2150
5001000US4803,4803,"Congressional District 3 (110th Congress), Texas",845481,17980,578670,13489,86504,5733,3213,1042,97824,5631,706,921,58728,8539,19836,4597,4401,1858,15435,3818
5001000US4804,4804,"Congressional District 4 (110th Congress), Texas",812636,11353,665477,10634,81972,3906,7546,1848,12602,2674,920,726,29474,4593,14645,2612,2160,867,12485,2637
5001000US4805,4805,"Congressional District 5 (110th Congress), Texas",733117,16914,550963,18903,102976,10760,3258,1246,11404,2802,0,291,51793,7904,12723,3258,2184,1046,10539,3096
5001000US4806,4806,"Congressional District 6 (110th Congress), Texas",783790,18720,546520,14079,118617,8314,4937,1990,33929,4256,735,720,62551,9336,16501,2928,3028,1370,13473,2594
5001000US4807,4807,"Congressional District 7 (110th Congress), Texas",751034,20770,557983,17152,72467,8751,2453,1104,66663,6336,351,429,41991,7212,9126,2077,2226,992,6900,1771
5001000US4808,4808,"Congressional District 8 (110th Congress), Texas",795104,6490,684518,8144,66512,2701,3451,947,10000,1008,677,519,17586,3773,12360,2901,2425,1171,9935,2563
5001000US4809,4809,"Congressional District 9 (110th Congress), Texas",693304,22470,265253,16979,256604,12377,2865,1810,66800,6413,461,661,92726,9995,8595,3047,1820,926,6775,2803
5001000US4810,4810,"Congressional District 10 (110th Congress), Texas",955363,23861,691158,19413,106270,8639,4118,1515,53102,4997,810,771,76123,10075,23782,4587,5324,1725,18458,4092
5001000US4811,4811,"Congressional District 11 (110th Congress), Texas",695280,6110,605208,7803,29576,2397,5670,2693,2073,1016,634,570,37958,4245,14161,2096,4442,1363,9719,1661
5001000US4812,4812,"Congressional District 12 (110th Congress), Texas",813561,17461,648546,17658,49497,5906,5198,1740,21948,4110,70,117,71175,9348,17127,2625,4705,1732,12422,2367
5001000US4813,4813,"Congressional District 13 (110th Congress), Texas",653635,6276,545500,7536,41631,2076,5442,1108,9519,1161,410,394,38819,4598,12314,2078,4130,1376,8184,1702
