GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
5001400US4810,4810,"Congressional District 10 (114th Congress), Texas",739999,6605,568367,5828,75278,3036,3398,844,35949,2010,125,148,39747,2917,17135,1659,3595,805,13540,1397
5001400US4811,4811,"Congressional District 11 (114th Congress), Texas",721014,938,631227,3259,27448,871,4147,747,5973,303,225,167,37257,2719,14737,1312,3630,591,11107,1136
5001400US4812,4812,"Congressional District 12 (114th Congress), Texas",728496,4570,590063,4949,59979,2533,4590,816,22812,1573,892,474,31841,2740,18319,1418,3390,549,14929,1313
5001400US4813,4813,"Congressional District 13 (114th Congress), Texas",702742,1061,604959,2062,38089,690,5701,559,13013,512,564,226,21138,1482,19278,1295,4274,650,15004,1006
5001400US4814,4814,"Congressional District 14 (114th Congress), Texas",711271,1888,508428,2455,143465,1528,2152,423,21044,660,175,68,21441,2077,14566,1432,3211,623,11355,1264
5001400US4815,4815,"Congressional District 15 (114th Congress), Texas",727807,3961,644942,4124,13303,748,2912,671,8754,549,98,86,49546,3001,8252,1028,3441,623,4811,757
5001400US4816,4816,"Congressional District 16 (114th Congress), Texas",719126,1944,589554,4061,27523,833,3939,575,8574,477,1230,201,71943,3878,16363,1471,6009,695,10354,1308
5001400US4817,4817,"Congressional District 17 (114th Congress), Texas",719609,2912,540817,3696,95108,1836,3202,549,31836,1294,252,106,31876,2222,16518,1482,2935,446,13583,1388
5001400US4818,4818,"Congressional District 18 (114th Congress), Texas",723033,6173,335342,6283,283838,4786,3155,823,25871,1735,319,189,62598,4338,11910,1540,3301,710,8609,1166
5001400US4819,4819,"Congressional District 19 (114th Congress), Texas",708764,564,583735,3302,43468,981,4129,458,9242,420,442,159,47092,2781,20656,1548,7177,884,13479,1071
5001400US4820,4820,"Congressional District 20 (114th Congress), Texas",729581,4699,575263,5370,38031,2026,4623,762,21442,1338,982,447,69356,4363,19884,1558,6740,884,13144,1285
5001400US4821,4821,"Congressional District 21 (114th Congress), Texas",730229,5289,635155,4830,23478,1609,3885,605,21620,1590,751,272,24758,2065,20582,1519,3250,495,17332,1502
5001400US4822,4822,"Congressional District 22 (114th Congress), Texas",754107,4549,474996,4782,100708,3345,2634,826,127087,2252,129,127,28731,3036,19822,1943,4555,997,15267,1592
5001400US4823,4823,"Congressional District 23 (114th Congress), Texas",725712,4362,610504,6200,22617,1221,5515,853,9037,1003,333,159,62999,4275,14707,1324,4798,698,9909,1127
5001400US4824,4824,"Congressional District 24 (114th Congress), Texas",733485,3420,498763,5048,78668,2891,2691,487,84919,2296,2060,516,45412,3075,20972,1580,4516,855,16456,1229
5001400US4825,4825,"Congressional District 25 (114th Congress), Texas",727461,3820,609847,4177,53205,1964,3950,575,19182,1144,2188,534,18563,2031,20526,1595,2854,570,17672,1428
5001400US4826,4826,"Congressional District 26 (114th Congress), Texas",746163,2798,602217,3786,51860,1673,3425,617,39585,1470,400,158,21188,1894,27488,2042,4676,868,22812,1858
5001400US4827,4827,"Congressional District 27 (114th Congress), Texas",711777,1747,604120,3004,39306,1104,3035,573,9854,422,373,129,37848,2370,17241,1433,4851,883,12390,1099
5001400US4828,4828,"Congressional District 28 (114th Congress), Texas",721585,3803,624620,4275,30530,1665,2899,701,6816,730,182,148,42676,2963,13862,1434,4907,1030,8955,992
5001400US4829,4829,"Congressional District 29 (114th Congress), Texas",722730,6259,512974,7602,74733,3204,5327,1136,11528,1207,151,113,108587,4564,9430,1137,4588,805,4842,894
5001400US4830,4830,"Congressional District 30 (114th Congress), Texas",721420,4831,312309,5275,322183,3431,2079,501,13275,1370,396,179,57780,3646,13398,1245,3066,663,10332,1164
5001400US4831,4831,"Congressional District 31 (114th Congress), Texas",739671,1919,568728,2909,83350,1882,3596,598,32342,887,2287,458,21562,1937,27806,1657,4447,684,23359,1548
5001400US4832,4832,"Congressional District 32 (114th Congress), Texas",720276,3972,468119,5139,87350,3094,2013,413,56507,1752,632,216,78717,4160,26938,2152,6453,964,20485,1922
5001400US4833,4833,"Congressional District 33 (114th Congress), Texas",716203,6298,456161,7692,115059,3169,3651,705,16023,1449,256,153,112287,5218,12766,1148,4629,630,8137,969
5001400US4834,4834,"Congressional District 34 (114th Congress), Texas",712594,2460,644567,3531,10423,484,1474,410,4261,361,36,29,44575,2595,7258,719,4000,563,3258,513
5001400US4835,4835,"Congressional District 35 (114th Congress), Texas",737816,5766,527453,6749,70421,2458,5438,1014,9781,853,934,409,101824,4982,21965,1990,7074,970,14891,1812
5001400US4836,4836,"Congressional District 36 (114th Congress), Texas",715087,3471,575335,4112,67887,2150,4115,633,16020,1447,530,338,36997,2885,14203,1150,2933,633,11270,1033
