GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; White alone,Margin of Error; White alone,Estimate; Black or African American alone,Margin of Error; Black or African American alone,Estimate; American Indian and Alaska Native alone,Margin of Error; American Indian and Alaska Native alone,Estimate; Asian alone,Margin of Error; Asian alone,Estimate; Native Hawaiian and Other Pacific Islander alone,Margin of Error; Native Hawaiian and Other Pacific Islander alone,Estimate; Some other race alone,Margin of Error; Some other race alone,Estimate; Two or more races:,Margin of Error; Two or more races:,Estimate; Two or more races: - Two races including Some other race,Margin of Error; Two or more races: - Two races including Some other race,"Estimate; Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Two or more races: - Two races excluding Some other race, and three or more races"
0400000US48,48,Texas,22270165,*****,16021256,50737,2442350,11025,113898,8972,726027,6469,12725,2375,2580469,49289,373440,16282,145927,9950,227513,11723
5000900US4801,4801,"Congressional District 1 (109th Congress), Texas",664756,4986,501413,6007,118701,2470,2678,1006,3119,723,0,288,32575,4376,6270,1605,778,501,5492,1519
5000900US4802,4802,"Congressional District 2 (109th Congress), Texas",685115,14182,467028,13738,140554,7252,2164,1116,21694,3282,376,366,45619,6247,7680,1745,2668,946,5012,1539
5000900US4803,4803,"Congressional District 3 (109th Congress), Texas",793790,17479,539694,15569,89176,8306,3017,1005,86383,4867,104,171,64821,10400,10595,2072,3102,1290,7493,1712
5000900US4804,4804,"Congressional District 4 (109th Congress), Texas",709717,11115,589224,10422,66648,3823,4625,1128,9134,2404,681,627,24777,3164,14628,3068,2339,1069,12289,2581
5000900US4805,4805,"Congressional District 5 (109th Congress), Texas",669399,17103,526719,15059,82599,8958,3960,1010,9293,2647,239,248,39234,5952,7355,1574,2056,826,5299,1411
5000900US4806,4806,"Congressional District 6 (109th Congress), Texas",725580,16184,500207,14260,106054,8014,2818,874,23183,3369,911,717,76416,8286,15991,3604,3844,1493,12147,3527
5000900US4807,4807,"Congressional District 7 (109th Congress), Texas",712888,19448,534278,18159,51625,7398,2532,1041,56497,6170,431,518,53545,7557,13980,2914,3756,1757,10224,2279
5000900US4808,4808,"Congressional District 8 (109th Congress), Texas",714823,6526,616759,7361,49607,2748,5302,1821,6776,921,397,649,27484,4756,8498,2164,2223,967,6275,1811
