GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
5001300US4801,4801,"Congressional District 1 (113th Congress), Texas",710704,3968,545549,5340,128770,2561,3126,1511,7253,740,802,1118,15511,3576,9693,1898,2472,1095,7221,1685
5001300US4802,4802,"Congressional District 2 (113th Congress), Texas",744871,26299,542361,23047,80030,10084,3962,2108,52392,5772,100,182,48458,9023,17568,4599,4366,1346,13202,4144
5001300US4803,4803,"Congressional District 3 (113th Congress), Texas",747284,6189,541741,7723,68638,3372,3193,1040,94687,3010,204,185,14669,3057,24152,4262,3851,1473,20301,4026
5001300US4804,4804,"Congressional District 4 (113th Congress), Texas",705523,5572,580698,6357,74387,2234,4346,945,8402,1879,328,341,20291,3623,17071,2559,3707,1735,13364,1738
5001300US4805,4805,"Congressional District 5 (113th Congress), Texas",711115,9938,536795,9927,104443,7966,2840,1189,14334,2302,52,73,37590,6299,15061,2766,3812,1947,11249,2080
5001300US4806,4806,"Congressional District 6 (113th Congress), Texas",720861,13837,507973,14052,137435,9992,2924,1080,32718,5098,85,157,20806,4884,18920,3716,3611,1672,15309,2826
5001300US4807,4807,"Congressional District 7 (113th Congress), Texas",717354,21739,496838,20625,85529,8411,1931,849,70471,7602,101,157,43301,8515,19183,4289,2699,1006,16484,4157
5001300US4808,4808,"Congressional District 8 (113th Congress), Texas",743782,12541,620887,14016,64601,5202,2723,1220,17285,2726,487,427,21529,5527,16270,2641,3490,1520,12780,2183
5001300US4809,4809,"Congressional District 9 (113th Congress), Texas",738924,23052,286906,15407,273161,14164,1460,769,79253,7878,645,509,79516,11879,17983,4077,4425,1502,13558,3788
5001300US4810,4810,"Congressional District 10 (113th Congress), Texas",708122,20008,557935,16555,70262,8413,3597,1646,28684,4062,373,579,32726,7260,14545,2889,2295,1186,12250,2615
5001300US4811,4811,"Congressional District 11 (113th Congress), Texas",718201,5691,636755,6881,28251,1479,4386,2052,5434,518,171,232,29226,4620,13978,2403,3661,1353,10317,1782
5001300US4812,4812,"Congressional District 12 (113th Congress), Texas",728142,15922,588954,15154,65918,9417,5034,1662,25542,4684,1203,938,27201,5314,14290,2725,2097,1087,12193,2404
5001300US4813,4813,"Congressional District 13 (113th Congress), Texas",703835,4343,609728,5402,35019,1876,4927,969,12214,944,928,873,21603,3295,19416,2572,2564,786,16852,2374
5001300US4814,4814,"Congressional District 14 (113th Congress), Texas",705051,5097,504723,7223,143814,3548,1958,738,21501,1395,112,158,17931,3995,15012,2933,2847,1814,12165,2533
5001300US4815,4815,"Congressional District 15 (113th Congress), Texas",719557,12017,647606,12434,13594,2462,5460,2679,8878,1336,25,47,36480,6268,7514,1949,2691,1206,4823,1615
5001300US4816,4816,"Congressional District 16 (113th Congress), Texas",722987,6348,599618,9842,27945,1978,3966,1223,8793,1170,1114,193,64655,8361,16896,2577,6141,1602,10755,1937
5001300US4817,4817,"Congressional District 17 (113th Congress), Texas",715138,9738,540760,11315,91939,4126,3523,940,30490,3404,405,380,33031,5198,14990,3142,2708,970,12282,2774
5001300US4818,4818,"Congressional District 18 (113th Congress), Texas",732701,25941,332340,19385,292325,14038,3520,1676,24371,3926,1043,1092,70217,9775,8885,1970,2743,968,6142,1604
5001300US4819,4819,"Congressional District 19 (113th Congress), Texas",707772,5811,580703,6943,43600,2164,3592,1116,9271,1203,919,753,47881,5715,21806,3757,5929,1649,15877,3337
5001300US4820,4820,"Congressional District 20 (113th Congress), Texas",722751,18750,549757,19389,33609,5603,5434,2666,20164,3478,1253,1427,96356,10690,16178,2667,7334,1864,8844,1659
5001300US4821,4821,"Congressional District 21 (113th Congress), Texas",733779,16842,638513,15128,21066,3998,4407,1555,24309,3664,1263,889,21542,4495,22679,3808,3142,1274,19537,3745
5001300US4822,4822,"Congressional District 22 (113th Congress), Texas",750796,15838,473969,14945,93247,9256,1916,966,127214,5746,126,215,30584,8553,23740,4165,5179,1975,18561,3971
5001300US4823,4823,"Congressional District 23 (113th Congress), Texas",717598,14368,603487,13929,22628,4181,5813,2025,7660,2448,206,237,62455,6770,15349,2981,3716,1217,11633,2787
5001300US4824,4824,"Congressional District 24 (113th Congress), Texas",732439,11467,499834,14179,82139,9039,3987,1896,84179,6991,1559,954,41995,7850,18746,2759,3616,1278,15130,2640
5001300US4825,4825,"Congressional District 25 (113th Congress), Texas",730018,15898,610172,13776,58657,6540,3054,913,19008,3155,2299,974,15745,2733,21083,2539,2518,1191,18565,2461
5001300US4826,4826,"Congressional District 26 (113th Congress), Texas",750127,9886,609347,11999,52012,6503,3087,1510,40565,4053,356,332,16231,5650,28529,4344,3559,1090,24970,4258
5001300US4827,4827,"Congressional District 27 (113th Congress), Texas",709879,6179,595358,8926,40979,3514,3952,1383,8692,1262,627,459,44383,6175,15888,2415,4209,1238,11679,2119
